run_key,experiment,dataset_name,seed,setting_id,setting_name,model_name,label_noise,missing_rate,imbalance_level,corruption_order,noise_type,imputation_strategy,train_rows_after_corruption,test_rows,fit_eval_seconds,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall,auroc,auprc
imp__optdigits__seed0__all_three__mean__RandomForest,imputation_ablation,optdigits,0,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,537,1405,0.4615,0.1395017793594306,0.1401813760259398,0.0912708030479968,0.0906308477577083,0.1507961882554399,0.1223021582733813,,
imp__optdigits__seed0__all_three__mean__HistGradientBoosting,imputation_ablation,optdigits,0,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,537,1405,2.0727,0.2192170818505338,0.2199091667274867,0.2151774476166415,0.214627649824863,0.2375283063061498,0.2589928057553957,,
imp__optdigits__seed0__clean__median__LogisticRegression,imputation_ablation,optdigits,0,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,median,4215,1405,1.1351,0.9665480427046264,0.9665918806090048,0.966596974809968,0.96657579878846,0.9628789875759016,0.9928057553956836,,
imp__optdigits__seed0__clean__median__KNN,imputation_ablation,optdigits,0,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,median,4215,1405,0.1337,0.9800711743772242,0.980043652264242,0.9800801836656108,0.9800585325572544,0.9778689159550576,1.0,,
imp__optdigits__seed0__clean__median__RandomForest,imputation_ablation,optdigits,0,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,median,4215,1405,0.6706,0.9829181494661922,0.9829059399411004,0.982938115828337,0.9829236840380372,0.9810313404669976,1.0,,
imp__optdigits__seed0__clean__median__HistGradientBoosting,imputation_ablation,optdigits,0,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,median,4215,1405,4.2081,0.98220640569395,0.982131282943422,0.9822151313627836,0.982212346603657,0.980257359624606,0.9856115107913668,,
imp__optdigits__seed0__missing_only__median__LogisticRegression,imputation_ablation,optdigits,0,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,2.5297,0.9330960854092528,0.9332379263253718,0.9332253338699946,0.9331367468640144,0.9256860548426256,0.9784172661870504,,
imp__optdigits__seed0__missing_only__median__KNN,imputation_ablation,optdigits,0,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.1359,0.9451957295373664,0.9452168107502996,0.945178142433291,0.9451078456707328,0.9391982134990962,0.9928057553956836,,
imp__optdigits__seed0__missing_only__median__RandomForest,imputation_ablation,optdigits,0,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.804,0.9544483985765124,0.9544473016091216,0.9543676997387054,0.9543263363963034,0.9494071614078664,0.9928057553956836,,
imp__optdigits__seed0__missing_only__median__HistGradientBoosting,imputation_ablation,optdigits,0,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,5.0892,0.9622775800711744,0.962320077834821,0.96230261627828,0.9622698727049028,0.9581039581139128,0.9856115107913668,,
imp__optdigits__seed0__noise_missing__median__LogisticRegression,imputation_ablation,optdigits,0,4,noise_missing,LogisticRegression,0.2,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.8322,0.903202846975089,0.9033457797648696,0.903561725216381,0.9035690574399045,0.892540366718081,0.9640287769784172,,
imp__optdigits__seed0__noise_missing__median__KNN,imputation_ablation,optdigits,0,4,noise_missing,KNN,0.2,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.1527,0.9274021352313168,0.9275045782062704,0.9273183494977854,0.9271262837323532,0.9194728683623432,0.9928057553956836,,
imp__optdigits__seed0__noise_missing__median__RandomForest,imputation_ablation,optdigits,0,4,noise_missing,RandomForest,0.2,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.8946,0.9444839857651246,0.944431445036876,0.9443484810402792,0.9443246716980612,0.9383524917568886,1.0,,
imp__optdigits__seed0__noise_missing__median__HistGradientBoosting,imputation_ablation,optdigits,0,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,6.4271,0.9437722419928826,0.9438428235054032,0.9438007878147294,0.9437765763943498,0.937546543391502,0.9856115107913668,,
imp__optdigits__seed0__missing_imbalance__median__LogisticRegression,imputation_ablation,optdigits,0,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,536,1405,0.0842,0.7153024911032029,0.7151965523583721,0.7273397463309584,0.7267586315123761,0.6956409161995107,0.9568345323741008,,
imp__optdigits__seed0__missing_imbalance__median__KNN,imputation_ablation,optdigits,0,6,missing_imbalance,KNN,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,536,1405,0.0891,0.498220640569395,0.4975348301511033,0.511855693962296,0.5114130401073823,0.503506115225448,0.9064748201438848,,
imp__optdigits__seed0__missing_imbalance__median__RandomForest,imputation_ablation,optdigits,0,6,missing_imbalance,RandomForest,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,536,1405,0.438,0.5330960854092527,0.532584981641117,0.5532798783024513,0.5526473605723121,0.5386697012028352,0.8489208633093526,,
imp__optdigits__seed0__missing_imbalance__median__HistGradientBoosting,imputation_ablation,optdigits,0,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,536,1405,1.7061,0.600711743772242,0.6002730332794168,0.6103939755081099,0.609873511903631,0.5786583646876713,0.8129496402877698,,
imp__optdigits__seed0__all_three__median__LogisticRegression,imputation_ablation,optdigits,0,7,all_three,LogisticRegression,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,537,1405,0.1331,0.290391459074733,0.291367370090645,0.3014642232098272,0.3005683636296029,0.2777695652814475,0.3093525179856115,,
imp__optdigits__seed0__all_three__median__KNN,imputation_ablation,optdigits,0,7,all_three,KNN,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,537,1405,0.1016,0.3181494661921708,0.3195349639720903,0.3370053376487546,0.3358201646094098,0.349932585829658,0.5323741007194245,,
imp__optdigits__seed0__all_three__median__RandomForest,imputation_ablation,optdigits,0,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,537,1405,0.4949,0.1402135231316726,0.1408605529641095,0.0929902035104786,0.0924105188219167,0.1521244782610209,0.1151079136690647,,
imp__optdigits__seed0__all_three__median__HistGradientBoosting,imputation_ablation,optdigits,0,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,537,1405,2.0916,0.2249110320284697,0.2254879480636902,0.2274704298509205,0.2270605680982055,0.2476435691174043,0.2517985611510791,,
imp__optdigits__seed0__clean__mean_indicator__LogisticRegression,imputation_ablation,optdigits,0,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.6017,0.9665480427046264,0.9665918806090048,0.966596974809968,0.96657579878846,0.9628789875759016,0.9928057553956836,,
imp__optdigits__seed0__clean__mean_indicator__KNN,imputation_ablation,optdigits,0,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.1125,0.9800711743772242,0.980043652264242,0.9800801836656108,0.9800585325572544,0.9778689159550576,1.0,,
imp__optdigits__seed0__clean__mean_indicator__RandomForest,imputation_ablation,optdigits,0,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.7013,0.9829181494661922,0.9829059399411004,0.982938115828337,0.9829236840380372,0.9810313404669976,1.0,,
imp__optdigits__seed0__clean__mean_indicator__HistGradientBoosting,imputation_ablation,optdigits,0,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,4.0776,0.98220640569395,0.982131282943422,0.9822151313627836,0.982212346603657,0.980257359624606,0.9856115107913668,,
imp__optdigits__seed0__missing_only__mean_indicator__LogisticRegression,imputation_ablation,optdigits,0,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,1.8013,0.9167259786476868,0.9168427327055356,0.916711655634327,0.91660922335033,0.9075002325374494,0.9784172661870504,,
imp__optdigits__seed0__missing_only__mean_indicator__KNN,imputation_ablation,optdigits,0,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.1263,0.8690391459074733,0.8689174772942124,0.8668115057337571,0.8667307782600377,0.8553056424122617,0.9928057553956836,,
imp__optdigits__seed0__missing_only__mean_indicator__RandomForest,imputation_ablation,optdigits,0,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.8347,0.9501779359430604,0.9501463851783032,0.9499634232898672,0.9499582726391408,0.9446668200312628,0.9928057553956836,,
imp__optdigits__seed0__missing_only__mean_indicator__HistGradientBoosting,imputation_ablation,optdigits,0,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,8.0588,0.9665480427046264,0.966540930444568,0.96671572730746,0.9666865789402364,0.9628578897605056,0.9928057553956836,,
imp__optdigits__seed0__noise_missing__mean_indicator__LogisticRegression,imputation_ablation,optdigits,0,4,noise_missing,LogisticRegression,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,2.6112,0.8725978647686833,0.8726526614534518,0.8722549188811058,0.8722267362999896,0.8585204944361026,0.9640287769784172,,
imp__optdigits__seed0__noise_missing__mean_indicator__KNN,imputation_ablation,optdigits,0,4,noise_missing,KNN,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.1499,0.8227758007117437,0.8224186402309819,0.8178717501792999,0.8180169144711631,0.8042570216974443,0.9784172661870504,,
imp__optdigits__seed0__noise_missing__mean_indicator__RandomForest,imputation_ablation,optdigits,0,4,noise_missing,RandomForest,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.9531,0.9430604982206404,0.9430381964777548,0.9430611046798074,0.9430063593756464,0.9367728276873728,1.0,,
imp__optdigits__seed0__noise_missing__mean_indicator__HistGradientBoosting,imputation_ablation,optdigits,0,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,10.1486,0.9487544483985764,0.9487833177057008,0.9489045462510732,0.9488675902681866,0.9431077975487908,0.9856115107913668,,
imp__optdigits__seed0__missing_imbalance__mean_indicator__LogisticRegression,imputation_ablation,optdigits,0,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,536,1405,0.1493,0.6562277580071174,0.6558786638429966,0.6693060170088923,0.6688106477541689,0.6362767162215577,0.9424460431654677,,
imp__optdigits__seed0__missing_imbalance__mean_indicator__KNN,imputation_ablation,optdigits,0,6,missing_imbalance,KNN,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,536,1405,0.095,0.4078291814946619,0.4068532020214054,0.4074211885354094,0.4072784246928023,0.4272956525995177,0.841726618705036,,
imp__optdigits__seed0__missing_imbalance__mean_indicator__RandomForest,imputation_ablation,optdigits,0,6,missing_imbalance,RandomForest,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,536,1405,0.4531,0.4540925266903914,0.4534817897676343,0.4603243626145014,0.4596787553199322,0.4740080965556548,0.7985611510791367,,
imp__optdigits__seed0__missing_imbalance__mean_indicator__HistGradientBoosting,imputation_ablation,optdigits,0,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,536,1405,2.1713,0.6056939501779359,0.6050653966562367,0.6137476936746016,0.6133883214531465,0.5852549648989357,0.8129496402877698,,
imp__optdigits__seed0__all_three__mean_indicator__LogisticRegression,imputation_ablation,optdigits,0,7,all_three,LogisticRegression,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,537,1405,0.2242,0.2619217081850534,0.262871913272663,0.2708626463169371,0.2699815810526011,0.2564599643619553,0.2589928057553957,,
imp__optdigits__seed0__all_three__mean_indicator__KNN,imputation_ablation,optdigits,0,7,all_three,KNN,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,537,1405,0.0981,0.2441281138790035,0.245324733023588,0.2376769360865599,0.2365267993208649,0.2787937802406254,0.2446043165467626,,
imp__optdigits__seed0__all_three__mean_indicator__RandomForest,imputation_ablation,optdigits,0,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,537,1405,0.4615,0.1231316725978647,0.1237106089776066,0.0618744035066511,0.0614049390695826,0.1152502980656378,0.0719424460431654,,
imp__optdigits__seed0__all_three__mean_indicator__HistGradientBoosting,imputation_ablation,optdigits,0,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,537,1405,2.7949,0.2270462633451957,0.2279086806394537,0.2260754926050026,0.2252997706929508,0.2505239952522146,0.2805755395683453,,
imp__optdigits__seed1__clean__mean__LogisticRegression,imputation_ablation,optdigits,1,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,4215,1405,1.1411,0.9715302491103204,0.9715396149011806,0.9715203175406868,0.9715058002895736,0.9683761406018432,0.9420289855072465,,
imp__optdigits__seed1__clean__mean__KNN,imputation_ablation,optdigits,1,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,4215,1405,0.1123,0.9765124555160144,0.976440282064674,0.9764718953298336,0.9764537606309888,0.973947760424448,0.9347826086956522,,
imp__optdigits__seed1__clean__mean__RandomForest,imputation_ablation,optdigits,1,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,4215,1405,0.6782,0.9857651245551602,0.985778488298686,0.9857746756395608,0.9857567026803766,0.9841947982522076,0.9927536231884058,,
imp__optdigits__seed1__clean__mean__HistGradientBoosting,imputation_ablation,optdigits,1,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,4215,1405,4.3897,0.9857651245551602,0.985727459038317,0.9857240634777816,0.9857543736767354,0.9841886954783337,0.9782608695652174,,
imp__optdigits__seed1__missing_only__mean__LogisticRegression,imputation_ablation,optdigits,1,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,4215,1405,1.1412,0.9231316725978648,0.9232401227086742,0.9234622020500928,0.923316526151074,0.9146362487136896,0.8913043478260869,,
imp__optdigits__seed1__missing_only__mean__KNN,imputation_ablation,optdigits,1,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,4215,1405,0.1377,0.9473309608540924,0.9472312890401928,0.9471594116138587,0.9471108543139318,0.9415780013045248,0.8840579710144928,,
imp__optdigits__seed1__missing_only__mean__RandomForest,imputation_ablation,optdigits,1,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,4215,1405,0.8307,0.9501779359430604,0.9501146406565116,0.9501718485810702,0.9501504517020388,0.9446687629818546,0.9130434782608696,,
imp__optdigits__seed1__missing_only__mean__HistGradientBoosting,imputation_ablation,optdigits,1,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,4215,1405,5.07,0.9537366548042704,0.953761935888778,0.9538525070277302,0.953822124773984,0.9486129054980296,0.927536231884058,,
imp__optdigits__seed1__noise_missing__mean__LogisticRegression,imputation_ablation,optdigits,1,4,noise_missing,LogisticRegression,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,4215,1405,1.4273,0.904626334519573,0.9045380367091124,0.904575369240612,0.9045616668114748,0.894146330504352,0.8115942028985508,,
imp__optdigits__seed1__noise_missing__mean__KNN,imputation_ablation,optdigits,1,4,noise_missing,KNN,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,4215,1405,0.129,0.9195729537366548,0.9196342897500775,0.9195246872100452,0.9193227600912676,0.910956467132715,0.8840579710144928,,
imp__optdigits__seed1__noise_missing__mean__RandomForest,imputation_ablation,optdigits,1,4,noise_missing,RandomForest,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,4215,1405,0.97,0.9494661921708184,0.9493945569275312,0.9492293299909422,0.9492428410669064,0.9439100797787656,0.8840579710144928,,
imp__optdigits__seed1__noise_missing__mean__HistGradientBoosting,imputation_ablation,optdigits,1,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,4215,1405,6.3897,0.9380782918149466,0.9381916281428332,0.9382013888594696,0.9381230691760616,0.931256133554226,0.9202898550724636,,
imp__optdigits__seed1__missing_imbalance__mean__LogisticRegression,imputation_ablation,optdigits,1,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,536,1405,0.0731,0.7167259786476868,0.7161130637157711,0.7274255376419088,0.7269693328452488,0.69575873850849,0.6159420289855072,,
imp__optdigits__seed1__missing_imbalance__mean__KNN,imputation_ablation,optdigits,1,6,missing_imbalance,KNN,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,536,1405,0.0809,0.5366548042704626,0.5351633490973461,0.553236259824204,0.5533027324310306,0.5436862932724107,0.0869565217391304,,
imp__optdigits__seed1__missing_imbalance__mean__RandomForest,imputation_ablation,optdigits,1,6,missing_imbalance,RandomForest,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,536,1405,0.4576,0.5323843416370106,0.5310654391689776,0.5390377311958494,0.5390737802291445,0.5377457547176753,0.036231884057971,,
imp__optdigits__seed1__missing_imbalance__mean__HistGradientBoosting,imputation_ablation,optdigits,1,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,536,1405,1.793,0.6590747330960854,0.658475260422007,0.6736598141348871,0.6731208677065484,0.6378680173824114,0.4347826086956521,,
imp__optdigits__seed1__all_three__mean__LogisticRegression,imputation_ablation,optdigits,1,7,all_three,LogisticRegression,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,541,1405,0.1533,0.400711743772242,0.4017774528133496,0.4353208669362883,0.4351126832992097,0.3928391282071758,0.2101449275362318,,
imp__optdigits__seed1__all_three__mean__KNN,imputation_ablation,optdigits,1,7,all_three,KNN,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,541,1405,0.1018,0.3174377224199288,0.3183409189780255,0.3286110821676798,0.3286348019067352,0.3378351601198621,0.0507246376811594,,
imp__optdigits__seed1__all_three__mean__RandomForest,imputation_ablation,optdigits,1,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,541,1405,0.4823,0.1395017793594306,0.1406733787179326,0.0926832154509536,0.0923098979844409,0.1403705626130265,0.0,,
imp__optdigits__seed1__all_three__mean__HistGradientBoosting,imputation_ablation,optdigits,1,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,541,1405,1.9867,0.2882562277580071,0.2897005379756993,0.3009032939336696,0.3003527076848144,0.3054205251125649,0.0289855072463768,,
imp__optdigits__seed1__clean__median__LogisticRegression,imputation_ablation,optdigits,1,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,median,4215,1405,1.1715,0.9715302491103204,0.9715396149011806,0.9715203175406868,0.9715058002895736,0.9683761406018432,0.9420289855072465,,
imp__optdigits__seed1__clean__median__KNN,imputation_ablation,optdigits,1,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,median,4215,1405,0.1232,0.9765124555160144,0.976440282064674,0.9764718953298336,0.9764537606309888,0.973947760424448,0.9347826086956522,,
imp__optdigits__seed1__clean__median__RandomForest,imputation_ablation,optdigits,1,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,median,4215,1405,0.6963,0.9857651245551602,0.985778488298686,0.9857746756395608,0.9857567026803766,0.9841947982522076,0.9927536231884058,,
imp__optdigits__seed1__clean__median__HistGradientBoosting,imputation_ablation,optdigits,1,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,median,4215,1405,4.1077,0.9857651245551602,0.985727459038317,0.9857240634777816,0.9857543736767354,0.9841886954783337,0.9782608695652174,,
imp__optdigits__seed1__missing_only__median__LogisticRegression,imputation_ablation,optdigits,1,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,3.9087,0.9202846975088969,0.9203415719840364,0.920578304563692,0.9204490989122598,0.9114893390494996,0.8623188405797102,,
imp__optdigits__seed1__missing_only__median__KNN,imputation_ablation,optdigits,1,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.1253,0.9395017793594306,0.9394494933279984,0.9393339893850208,0.9392175990405878,0.9329354667444572,0.8840579710144928,,
imp__optdigits__seed1__missing_only__median__RandomForest,imputation_ablation,optdigits,1,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.8185,0.9459074733096086,0.9458735277036664,0.9458396035727832,0.9458156489854264,0.9399127406355392,0.9202898550724636,,
imp__optdigits__seed1__missing_only__median__HistGradientBoosting,imputation_ablation,optdigits,1,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,5.029,0.9544483985765124,0.9544810749057896,0.9546564068323354,0.9546240924375052,0.9494273341001878,0.927536231884058,,
imp__optdigits__seed1__noise_missing__median__LogisticRegression,imputation_ablation,optdigits,1,4,noise_missing,LogisticRegression,0.2,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.9078,0.898220640569395,0.8982307712083782,0.8981721452282528,0.898118843456217,0.8870652175631835,0.8188405797101449,,
imp__optdigits__seed1__noise_missing__median__KNN,imputation_ablation,optdigits,1,4,noise_missing,KNN,0.2,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.149,0.9110320284697508,0.9111077203161068,0.9107211588634416,0.910549865705052,0.9016073934741844,0.8623188405797102,,
imp__optdigits__seed1__noise_missing__median__RandomForest,imputation_ablation,optdigits,1,4,noise_missing,RandomForest,0.2,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,0.9472,0.9501779359430604,0.9500984999607188,0.9500329576305712,0.9500337599301254,0.9446937889481576,0.8913043478260869,,
imp__optdigits__seed1__noise_missing__median__HistGradientBoosting,imputation_ablation,optdigits,1,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,noise_then_imbalance,symmetric,median,4215,1405,6.3106,0.9387900355871888,0.938845613836102,0.9388526511981324,0.9388280132795044,0.9320312010096712,0.9130434782608696,,
imp__optdigits__seed1__missing_imbalance__median__LogisticRegression,imputation_ablation,optdigits,1,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,536,1405,0.0959,0.7053380782918149,0.7045503528257766,0.7172534887636275,0.7169345889361128,0.6836734898869997,0.5507246376811594,,
imp__optdigits__seed1__missing_imbalance__median__KNN,imputation_ablation,optdigits,1,6,missing_imbalance,KNN,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,536,1405,0.0714,0.493238434163701,0.4916687183294869,0.5116303036459439,0.5116973955213574,0.5023789508516142,0.0942028985507246,,
imp__optdigits__seed1__missing_imbalance__median__RandomForest,imputation_ablation,optdigits,1,6,missing_imbalance,RandomForest,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,536,1405,0.4414,0.5451957295373665,0.5438390034185566,0.5633129188675414,0.5632921096635068,0.5480784003864252,0.108695652173913,,
imp__optdigits__seed1__missing_imbalance__median__HistGradientBoosting,imputation_ablation,optdigits,1,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,536,1405,1.7698,0.6512455516014235,0.6506644426040176,0.6638039514102496,0.6632361622464855,0.6280204747458163,0.4782608695652174,,
imp__optdigits__seed1__all_three__median__LogisticRegression,imputation_ablation,optdigits,1,7,all_three,LogisticRegression,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,541,1405,0.1457,0.390747330960854,0.3918766927791439,0.4238521350426524,0.4235782132691936,0.3793789005248016,0.1956521739130435,,
imp__optdigits__seed1__all_three__median__KNN,imputation_ablation,optdigits,1,7,all_three,KNN,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,541,1405,0.102,0.292526690391459,0.2934887994651142,0.2953707542173706,0.2952867775862499,0.3132821508590108,0.0217391304347826,,
imp__optdigits__seed1__all_three__median__RandomForest,imputation_ablation,optdigits,1,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,541,1405,0.4583,0.1437722419928825,0.1449553830576073,0.0987504809410665,0.0983695843304159,0.1469238748073676,0.0,,
imp__optdigits__seed1__all_three__median__HistGradientBoosting,imputation_ablation,optdigits,1,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,541,1405,2.0613,0.298932384341637,0.3003194287107069,0.314052477412312,0.3136124207591813,0.3160022226269924,0.0289855072463768,,
imp__optdigits__seed1__clean__mean_indicator__LogisticRegression,imputation_ablation,optdigits,1,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,2.5669,0.9715302491103204,0.9715396149011806,0.9715203175406868,0.9715058002895736,0.9683761406018432,0.9420289855072465,,
imp__optdigits__seed1__clean__mean_indicator__KNN,imputation_ablation,optdigits,1,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.1127,0.9765124555160144,0.976440282064674,0.9764718953298336,0.9764537606309888,0.973947760424448,0.9347826086956522,,
imp__optdigits__seed1__clean__mean_indicator__RandomForest,imputation_ablation,optdigits,1,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.6947,0.9857651245551602,0.985778488298686,0.9857746756395608,0.9857567026803766,0.9841947982522076,0.9927536231884058,,
imp__optdigits__seed1__clean__mean_indicator__HistGradientBoosting,imputation_ablation,optdigits,1,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,4.146,0.9857651245551602,0.985727459038317,0.9857240634777816,0.9857543736767354,0.9841886954783337,0.9782608695652174,,
imp__optdigits__seed1__missing_only__mean_indicator__LogisticRegression,imputation_ablation,optdigits,1,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.7462,0.903202846975089,0.9031807516287274,0.903372617984818,0.903252934768084,0.8925592232190852,0.8043478260869565,,
imp__optdigits__seed1__missing_only__mean_indicator__KNN,imputation_ablation,optdigits,1,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.1358,0.8647686832740213,0.8644066316354044,0.8632686779430478,0.8633175392232901,0.8502868137658579,0.6956521739130435,,
imp__optdigits__seed1__missing_only__mean_indicator__RandomForest,imputation_ablation,optdigits,1,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,0.8133,0.9466192170818504,0.946486105572515,0.946548452932694,0.9465527747364092,0.940715845240568,0.8840579710144928,,
imp__optdigits__seed1__missing_only__mean_indicator__HistGradientBoosting,imputation_ablation,optdigits,1,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,4215,1405,7.9678,0.9508896797153024,0.9509194089305528,0.9510700118135608,0.951023852379988,0.945460502468662,0.9130434782608696,,
